State;ST;Fips;County;Precincts;Votes;Democrats 08 (Votes);Democrats 12 (Votes);Republicans 08 (Votes);Republicans 12 (Votes);Republicans 2016;Democrats 2016;Green 2016;Libertarians 2016;Republicans 2012;Republicans 2008;Democrats 2012;Democrats 2008;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;White;Black;Hispanic;Asian;Amerindian;Other;White  Asian;Sire Homogeneity;Median Age;lon;lat;Poor.physical.health.days;Poor.mental.health.days;Low.birthweight;Teen.births;Children.in.single.parent.households;Adult.smoking;Adult.obesity;Diabetes;Sexually.transmitted.infections;HIV.prevalence.rate;Uninsured;Unemployment;Violent.crime;Homicide.rate;Injury.deaths;Infant.mortality;CA;S;MAR;CFS;ACFS;Mean Alc;Max Alc;Mixedness;elevation;Annual Prcp;Winter Prcp;Summer Prcp;Spring Prcp;Autumn Prcp;Annual Tavg;Annual Tmax;Annual Tmin;Winter Tavg;Winter Tmax;Winter Tmin;Summer Tavg;Summer Tmax;Summer Tmin;Spring Tavg;Spring Tmax;Spring Tmin;Autumn Tavg;Autumn Tmax;Autumn Tmin;Nearest County;temp;precip;Temp Bins;Lat Bins;Lon Bins;Precip Bins;Elevation Bins;Geo Shape;Name 16;reporting;Votes16 Trumpd;Votes16 Clintonh;Votes16 Johnsong;Votes16 Steinj;Votes16 Castled;Votes16 De La Fuenter;Est Votes Remaining;Votes16 Mcmulline;Votes16 Hedgesj;Votes16 Kahnl;Votes16 La Rivag;Votes16 Hoeflingt;Votes16 Kenistonc;Votes16 Smithm;Votes16 Atwoodf;Votes16 Kennedya;Votes16 Kopitkek;Votes16 Kotlikoffl;Votes16 Lyttleb;Votes16 Maldonadoj;Votes16 Maturenm;Votes16 Scottr;Votes16 Silvar;Votes16 Soltysike;Votes16 Vacekd;Votes16 Copelands;Votes16 Jacobp;Votes16 Whitej;Votes16 Mooreheadm;Votes16 None Of These Candidates;Votes16 Duncanr;Votes16 Skewesp;Votes16 Giordanir;total16;Other16 Frac;Rep16 Frac2;Dem16 Frac2;Name Prev;Statecode Prev;total08;total12;other08;other12;Other12 Frac;Other08 Frac;Rep12 Frac2;Rep08 Frac2;Dem12 Frac2;Dem08 Frac2
Ohio;OH;39173;Wood County, Ohio;99;62287;34285;32802;29648;29704;50.94803088927063;42.44866505049208;1.030712668775186;5.029942042480775;46.369752884060006;45.596173661627425;51.20591954292137;52.727496424342156;7.8;92.2;29.3;11.6;84.6;25298.71746;91.0;1.9500000000000002;0.15;1.4;1.25;4.25;11.85;6.85;125231;53.2;12.35;0.438;10.55;34.05;16.3;24.9;0.5;8.1;16.25;91.0;1.9500000000000002;4.25;1.4;0.15;1.25;92.4;0.830641;34.6;-83.6226821;41.3601834;3.0;3.7;0.07;16.4;0.242;0.145;0.296;0.106;281.0;50.8;0.111;0.069;78.5;1.26;46.0;6.4;1.3838848489548;0.676753716209744;0.533956258337657;-6.10424397373133e-05;6.10424397373133e-05;0.00012404835178800002;0.000424793584973;-0.309462750109885;209.55;;;;;;505.0;598.0;411.0;277.0;346.0;208.0;718.5;823.0;614.5;489.0;589.5;389.0;529.5;629.0;429.5;39173;10.2777777777778;;9.33,10.7;;(-84.5,-82.1];;(167,216];"{""type"": ""Polygon"", ""coordinates"": [[[-83.709636, 41.5218520004], [-83.7085120003, 41.524048], [-83.703336, 41.5289520004], [-83.6997360003, 41.5339519999], [-83.6941360002, 41.5385519998], [-83.6800839997, 41.5468589997], [-83.6656349998, 41.5492510003], [-83.6598350003, 41.5534509998], [-83.6520330002, 41.5556509996], [-83.6449350002, 41.5607510001], [-83.636135, 41.5602510004], [-83.6313339999, 41.5627509997], [-83.6256339996, 41.570051], [-83.6187349998, 41.5697509996], [-83.6127340001, 41.5707509999], [-83.6095329999, 41.5732540002], [-83.6084329996, 41.577951], [-83.6007349998, 41.5862499996], [-83.5944339997, 41.5890530003], [-83.5931350001, 41.5931480003], [-83.5909350002, 41.5945500002], [-83.5880339996, 41.6009500003], [-83.584534, 41.6043499998], [-83.5820339999, 41.6050499997], [-83.5783340001, 41.6109500001], [-83.5699340004, 41.6171500001], [-83.4159189999, 41.618937999799996], [-83.414577, 41.5150010001], [-83.4153240003, 41.4357930004], [-83.4200230003, 41.246872], [-83.4210540001, 41.1667800001], [-83.4999269996, 41.1657510003], [-83.7267290004, 41.1685370002], [-83.8811489998, 41.1678239997], [-83.8836780004, 41.3449629999], [-83.8832339997, 41.4145029998], [-83.8786410002, 41.414741], [-83.8723139998, 41.4164200001], [-83.8662699999, 41.4145100001], [-83.85426, 41.4144510001], [-83.8515560003, 41.416887], [-83.8497640004, 41.4222639998], [-83.84562, 41.4250280004], [-83.8339309996, 41.4278320002], [-83.8287069997, 41.4301599997], [-83.8157310003, 41.4328919998], [-83.8098990002, 41.4363039997], [-83.8064789999, 41.4365070001], [-83.7910119998, 41.4455410003], [-83.7816810003, 41.4493410002], [-83.7791860003, 41.4522599999], [-83.7797379997, 41.4602400001], [-83.7769859996, 41.4628600004], [-83.7728979999, 41.4636039996], [-83.7655370004, 41.4622720003], [-83.7567289998, 41.4622120002], [-83.7472170001, 41.4662159996], [-83.7402570002, 41.477576], [-83.7364170002, 41.4820040001], [-83.7309930001, 41.4854319999], [-83.720304, 41.4872160003], [-83.7174159999, 41.4886039996], [-83.7124320003, 41.4928559996], [-83.711528, 41.4955479996], [-83.7137839997, 41.5008840002], [-83.7112319999, 41.5062880003], [-83.709636, 41.5218520004]]]}";Wood;99;31734;26440;3133;642;;;0;;;;;;;;;;;;;;;;;;;;;;;;338;;;62287.0;0.050299420424807006;0.5455014267542201;0.454498573245779;Wood;39;65023;64059;1090;1553;0.024243275730186004;0.016763299140304;0.47521837903561204;0.46373547307337304;0.5247816209643871;0.5362645269266261
Ohio;OH;39029;Columbiana County, Ohio;89;45261;21882;19821;25585;25251;68.6816464505866;27.1160601842646;0.6915445968935721;3.022469675879896;54.65702720838114;52.76672097675665;42.90352605034741;45.1296223730072;14.7;85.3;12.4;4.0;75.9;22557.653015;94.95;2.05;0.15;0.35000000000000003;1.3;1.25;30.3;6.65;108262;40.1;15.6;0.41300000000000003;24.8;23.95;18.9;21.6;0.55;10.45;24.55;94.95;2.05;1.25;0.35000000000000003;0.15;1.3;95.3;0.90231025;41.6;-80.7772307;40.7684619;4.7;3.7;0.08;39.9;0.32;0.216;0.32;0.123;195.2;62.3;0.16;0.08;31.19;3.14;63.3;7.0;0.16698163949678602;-0.32623566092570505;0.546894896234377;3.02047644254455e-05;3.02047644254455e-05;2.80992247126001e-05;0.000104822487125;-0.66322548797797;356.6;3849.0;805.0;1099.0;1022.0;923.0;492.0;587.0;397.0;283.0;355.0;211.0;690.0;795.0;586.0;481.0;586.0;376.0;511.0;610.0;413.0;39029;9.55555555555556;977.646;9.33,10.7;;(-82.1,-78.2];(932,1.03e+03];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-81.0867569996, 40.813936], [-81.0866789996, 40.9016089998], [-80.8960319997, 40.9009950002], [-80.8958130004, 40.9301870001], [-80.8912850002, 40.9301999998], [-80.8216349998, 40.929775], [-80.8219230004, 40.9009350002], [-80.6341580003, 40.8997729996], [-80.51915, 40.9003259999], [-80.5189909998, 40.6388009996], [-80.5219169999, 40.6369919998], [-80.5256599998, 40.6360680003], [-80.5327369997, 40.6355899999], [-80.5458920002, 40.6297019999], [-80.5511259997, 40.6288470001], [-80.56069, 40.6237079996], [-80.5676140001, 40.6176780003], [-80.5718320003, 40.6154839999], [-80.5767040002, 40.6142230002], [-80.5835920004, 40.6155019998], [-80.5911049997, 40.6210399998], [-80.5920490001, 40.6224960004], [-80.5987640004, 40.6252630003], [-80.6038759996, 40.6250640001], [-80.6194740003, 40.6206400002], [-80.627171, 40.6199360001], [-80.6343550004, 40.6160950002], [-80.6368070001, 40.6129619996], [-80.6396659998, 40.6111539999], [-80.6449630003, 40.603648], [-80.6517159997, 40.5977440002], [-80.654804, 40.5960959997], [-80.6533959998, 40.5977919997], [-80.66354, 40.5907680004], [-80.6658919996, 40.5877279996], [-80.6679570004, 40.5824960003], [-80.74732, 40.5833269999], [-80.7471120003, 40.5969909996], [-80.8619940002, 40.5994040003], [-80.8608220001, 40.6425699998], [-80.9181249996, 40.6434639997], [-80.9171719997, 40.7269339998], [-81.0872889999, 40.727816], [-81.0867569996, 40.813936]]]}";Columbiana;89;31086;12273;1368;313;;;0;;;;;;;;;;;;;;;;;;;;;;;;221;;;45261.0;0.030224696758798002;0.7169445789801421;0.28305542101985703;Columbiana;39;48487;46199;1020;1127;0.024394467412714;0.021036566502361003;0.560236954206602;0.539006046305854;0.43976304579339703;0.46099395369414503
Ohio;OH;39065;Hardin County, Ohio;21;12014;5013;4619;7749;7489;71.09205926419178;23.888796404195105;0.6325953054769431;3.745630098218745;60.05613472333601;59.089522647552236;37.04089815557337;38.226323013573285;13.8;86.2;15.1;6.4;82.05;22318.796825;96.15;0.75;0.2;0.55;1.2;1.15;22.6;7.1;31898;42.7;15.85;0.426;18.4;25.05;16.75;21.0;1.05;8.2;27.95;96.15;0.75;1.15;0.55;0.2;1.2;96.7;0.924848999999999;34.4;-83.6640773;40.6604152;3.9;4.7;0.08;31.9;0.29;0.305;0.316;0.10300000000000001;228.0;27.7;0.153;0.075;47.83;;74.1;;0.253364807148384;-0.17186318003741902;0.552628897443434;3.6022964641502204e-05;3.6022964641502204e-05;5.270510017216682e-05;0.00035615883187000005;-0.57123766710923;303.3;3643.0;746.0;1069.0;1004.0;824.0;508.0;605.0;412.0;280.0;355.0;205.0;722.0;828.0;616.0;495.0;599.0;391.0;532.0;634.0;430.0;39065;10.4444444444444;925.322;9.33,10.7;;(-84.5,-82.1];(818,932];(259,317];"{""type"": ""Polygon"", ""coordinates"": [[[-83.8801939999, 40.6446900004], [-83.8800630001, 40.8199189999], [-83.6451389998, 40.8194709999], [-83.4962960004, 40.8179400003], [-83.4968099998, 40.7307480003], [-83.4956710003, 40.7304700001], [-83.4957989999, 40.7016169996], [-83.4402030001, 40.7023029998], [-83.4402779999, 40.6876110003], [-83.4198359997, 40.686823], [-83.4202029996, 40.6031830001], [-83.4153030002, 40.5154949997], [-83.4183779999, 40.5052320004], [-83.5208070002, 40.5040190002], [-83.5200359998, 40.5092870003], [-83.6348550004, 40.5173050004], [-83.8798379996, 40.5318609999], [-83.8801939999, 40.6446900004]]]}";Hardin;21;8541;2870;450;76;;;0;;;;;;;;;;;;;;;;;;;;;;;;77;;;12014.0;0.037456300982187;0.748488300762422;0.25151169923757705;Hardin;39;13114;12470;352;362;0.029029671210906;0.026841543388744;0.618516683184671;0.607193229901269;0.38148331681532804;0.39280677009873005
Ohio;OH;39127;Perry County, Ohio;33;14647;7261;7033;7721;7627;68.12316515327372;27.8009148631119;0.67590632894108;2.689970642452379;50.77896138482024;50.12334458582186;46.8242343541944;47.137107244871466;15.8;84.2;8.9;3.4;76.35;25646.91524;97.6;0.30000000000000004;0.2;0.1;1.3;0.45;31.15;8.45;35569;52.5;17.5;0.40900000000000003;25.05;24.25;16.9;20.25;0.30000000000000004;13.1;25.25;97.6;0.30000000000000004;0.45;0.1;0.2;1.3;97.7;0.95277925;37.7;-82.2379525;39.7431874;4.3;3.6;0.09;46.4;0.296;0.254;0.367;0.11;115.7;45.8;0.148;0.095;25.42;;64.7;7.0;0.44359529553574706;-0.434618517584946;0.6647719687025361;4.1391045950467414e-05;4.1391045950467414e-05;3.9208982447635304e-05;0.000186438543985;-0.42991071927358704;248.45;4055.0;823.5;1159.5;1132.0;940.0;;;;;;;;;;;;;;;;39127;;1029.97;;;(-84.5,-82.1];(1.03e+03,1.12e+03];(216,259];"{""type"": ""Polygon"", ""coordinates"": [[[-82.366051, 39.7425200002], [-82.4042459996, 39.7446050001], [-82.3972410003, 39.8184990002], [-82.3965940001, 39.8330569998], [-82.4724020004, 39.8372230003], [-82.4628129997, 39.9303800002], [-82.418179, 39.9279359999], [-82.4186659999, 39.9224470004], [-82.3255340003, 39.9171930001], [-82.1623719998, 39.9093740001], [-82.1700470003, 39.8207499997], [-82.0729339996, 39.8162269998], [-82.0802240003, 39.7276729999], [-82.0242189996, 39.7246859998], [-82.0375839999, 39.5793599998], [-82.0396049996, 39.5502170003], [-82.2635659998, 39.5621369996], [-82.2619540001, 39.5905919997], [-82.3798899996, 39.5967379999], [-82.366051, 39.7425200002]]]}";Perry;33;9978;4072;394;99;;;0;;;;;;;;;;;;;;;;;;;;;;;;104;;;14647.0;0.026899706424523002;0.71017793594306;0.289822064056939;Perry;39;15404;15020;422;360;0.023968042609853003;0.027395481693066003;0.520259208731241;0.515351755439861;0.479740791268758;0.48464824456013805
Ohio;OH;39135;Preble County, Ohio;42;20475;6999;6211;13562;13535;75.0964590964591;21.113553113553113;0.6153846153846151;2.676434676434676;66.9221260815822;64.57480239977144;30.709517923362174;33.32539758118274;14.4;85.6;12.0;4.3;75.25;27542.021905;97.3;0.35000000000000003;0.25;0.5;1.05;0.6000000000000001;15.0;6.2;41979;31.7;8.95;0.398;11.8;24.35;17.5;22.15;0.2;12.9;22.9;97.3;0.35000000000000003;0.6000000000000001;0.5;0.25;1.05;97.8;0.94691875;40.3;-84.6453581;39.7379056;;4.3;0.08;40.8;0.263;0.223;0.324;0.112;116.4;33.7;0.14300000000000002;0.076;82.63;;79.5;5.6;0.095761151562279;0.145342651587019;0.6380243392699291;3.49896810131201e-05;3.49896810131201e-05;9.88867920976476e-05;0.000330193192131;-0.36178963633273203;318.05;4046.5;792.0;1139.5;1185.0;930.0;;;;;;;;;;;;;;;;39135;;1027.811;;;(-87.2,-84.5];(932,1.03e+03];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-84.8143749996, 39.7435609996], [-84.8141869999, 39.8136869996], [-84.8124099998, 39.9169149998], [-84.6244650004, 39.9164809996], [-84.4853669998, 39.9184909997], [-84.4799229996, 39.6607569996], [-84.4789269996, 39.5687899998], [-84.5794910002, 39.567548], [-84.7275310004, 39.5675199996], [-84.7594979996, 39.5666000004], [-84.770174, 39.5676300002], [-84.8149340002, 39.5677139996], [-84.8143749996, 39.7435609996]]]}";Preble;42;15376;4323;548;126;;;0;;;;;;;;;;;;;;;;;;;;;;;;102;;;20475.0;0.026764346764346;0.7805472359002991;0.21945276409970002;Preble;39;21002;20225;441;479;0.023683559950556002;0.020998000190458003;0.6854552820824471;0.659598268566704;0.314544717917552;0.34040173143329605
Ohio;OH;39077;Huron County, Ohio;46;24332;12076;11006;12884;13060;65.46934078579648;29.09748479368732;0.7644254479697511;3.686503370047674;52.850957063655855;50.363536861856;44.538869329448424;47.2050660620749;13.6;86.4;12.1;4.2;76.15;26525.11746;91.85;0.8;0.25;0.35000000000000003;1.25;5.5;25.55;7.25;59811;41.3;14.25;0.399;22.95;22.25;15.1;21.35;1.9500000000000002;12.05;27.25;91.85;0.8;5.5;0.35000000000000003;0.25;1.25;92.2;0.846905999999999;37.3;-82.594641;41.1450798;3.4;4.3;0.07;45.0;0.34;0.31;0.328;0.112;294.1;45.3;0.148;0.10200000000000001;41.17;;59.1;5.4;0.992754446277304;-0.14931014411951;0.7095706981913791;5.3973472948665216e-05;5.3973472948665216e-05;6.72728019976428e-05;0.00041261028142600007;-0.24584234997998;230.1;3793.0;729.5;1134.0;990.5;939.0;;;;;;;;;;;;;;;;39077;;963.422;;;(-84.5,-82.1];(932,1.03e+03];(216,259];"{""type"": ""Polygon"", ""coordinates"": [[[-82.838538, 41.2169990002], [-82.8414749997, 41.2900229998], [-82.6610489998, 41.2866200002], [-82.5793789999, 41.2862700003], [-82.4425479996, 41.2838740004], [-82.3423139998, 41.283554], [-82.3416529999, 41.2567220001], [-82.3439859996, 41.2400530003], [-82.3440859997, 41.1991520001], [-82.341285, 41.1879469996], [-82.3405860001, 41.1329529996], [-82.337969, 41.1158159998], [-82.3364960004, 41.0657610001], [-82.4369159998, 41.0653790004], [-82.4328520003, 40.9929440002], [-82.4970270001, 40.993037], [-82.8294809996, 40.9966120002], [-82.838538, 41.2169990002]]]}";Huron;46;15930;7080;897;186;;;0;;;;;;;;;;;;;;;;;;;;;;;;239;;;24332.0;0.036865033700476;0.6923076923076921;0.30769230769230704;Huron;39;25582;24711;622;645;0.026101736068957004;0.024313970760691;0.54267431230782;0.516185897435897;0.457325687692179;0.483814102564102
Ohio;OH;39019;Carroll County, Ohio;23;12807;6423;5543;7097;7315;70.79722027016476;24.39291012727415;0.6793159990630121;3.46685406418365;55.066245106895515;50.86361355980793;41.72688949111713;46.03311115889056;16.7;83.3;12.0;4.8;73.35;25621.783175;97.25;0.85;0.2;0.15;1.0;0.6000000000000001;19.5;7.25;28794;37.0;12.45;0.403;19.3;24.15;19.6;19.5;1.0;12.0;23.75;97.25;0.85;0.6000000000000001;0.15;0.2;1.0;97.4;0.94597075;42.2;-81.090787;40.5798841;4.8;4.3;0.09;32.7;0.202;0.233;0.28800000000000003;0.113;225.8;33.1;0.158;0.075;76.88;;59.3;;0.294556260972327;-0.063596661551905;0.67604139125924;4.1683198627129305e-05;4.1683198627129305e-05;6.200514038328132e-05;0.000213694608419;-0.36244324264716804;;;;;;;;;;;;;;;;;;;;;;;;;;;(-82.1,-78.2];;;"{""type"": ""Polygon"", ""coordinates"": [[[-81.2647440003, 40.5650420003], [-81.3216589999, 40.5666479997], [-81.3177389999, 40.6515789998], [-81.2412499997, 40.6505340001], [-81.2372270003, 40.7235419999], [-81.1990899998, 40.7222080004], [-81.1985989996, 40.7291719996], [-80.9966310001, 40.7270319998], [-80.9171719997, 40.7269339998], [-80.9181249996, 40.6434639997], [-80.8608220001, 40.6425699998], [-80.8635669999, 40.5554110004], [-80.9209199999, 40.5563149998], [-80.9245659998, 40.4679749999], [-80.9401530001, 40.4683490001], [-80.9419110002, 40.4247], [-81.1000969997, 40.4289279997], [-81.1000759996, 40.4305960002], [-81.1178350002, 40.4312950001], [-81.2123089997, 40.4334569999], [-81.2123479997, 40.4315769996], [-81.2699510003, 40.4334860004], [-81.2647440003, 40.5650420003]]]}";Carroll;23;9067;3124;444;87;;;0;;;;;;;;;;;;;;;;;;;;;;;;85;;;12807.0;0.034668540641836006;0.743745385940447;0.256254614059552;Carroll;39;13953;13284;433;426;0.032068654019873;0.031032752813015003;0.568906517343288;0.524926035502958;0.43109348265671105;0.47507396449704103
Ohio;OH;39073;Hocking County, Ohio;26;12513;6259;6157;6364;6285;66.18716534803804;29.67313993446815;0.6952769120115081;2.813074402621274;49.224624060150376;49.10114960265412;48.222117794486216;48.29102692693465;16.0;84.0;10.2;3.8;74.7;25954.68603;96.6;0.85;0.2;0.2;1.5;0.65;33.25;12.05;29118;37.5;15.4;0.396;22.05;24.95;18.35;22.2;0.35000000000000003;14.25;19.85;96.6;0.85;0.65;0.2;0.2;1.5;96.8;0.933503499999999;40.0;-82.4834447;39.4903425;3.4;4.4;0.08;46.8;0.319;0.245;0.318;0.117;122.5;63.2;0.147;0.079;36.39;;83.8;;1.49351649227345;-0.43672984241226603;0.49661662690747604;2.60339399465459e-05;2.60339399465459e-05;2.6410284080629303e-05;0.00011985415631100001;-0.752861524850829;221.066666666667;3949.66666666667;814.333333333333;1137.0;1116.0;882.333333333333;;;;;;;;;;;;;;;;39073;;1003.21533333333;;;(-84.5,-82.1];(932,1.03e+03];(216,259];"{""type"": ""Polygon"", ""coordinates"": [[[-82.6200880004, 39.5639870004], [-82.617546, 39.6086050003], [-82.4961229998, 39.6028490002], [-82.4903289997, 39.6617040001], [-82.3745309998, 39.6549590003], [-82.3798899996, 39.5967379999], [-82.2619540001, 39.5905919997], [-82.2635659998, 39.5621369996], [-82.1591610001, 39.5565740003], [-82.1673790004, 39.4663069997], [-82.2804100004, 39.472906], [-82.2896629999, 39.3841950001], [-82.514479, 39.3957670004], [-82.5162299998, 39.3750680001], [-82.51758, 39.3694679999], [-82.6343859996, 39.3759660001], [-82.6356860002, 39.3615659998], [-82.6735719999, 39.3631609996], [-82.7485909998, 39.3681650001], [-82.7400360001, 39.4766859999], [-82.7302720004, 39.5690659999], [-82.6200880004, 39.5639870004]]]}";Hocking;26;8282;3713;352;87;;;0;;;;;;;;;;;;;;;;;;;;;;;;79;;;12513.0;0.028130744026212;0.690454355981659;0.30954564401834;Hocking;39;12961;12768;338;326;0.025532581453634;0.026078234704112004;0.5051438675454101;0.5041590747049031;0.49485613245458904;0.49584092529509605
Ohio;OH;39055;Geauga County, Ohio;78;48736;21250;19659;29096;30589;60.688197636244254;35.22037097833224;0.6524950755088641;2.979317137229153;59.84583178447753;56.93710617979727;38.46183945375932;41.583499667332;10.2;89.8;34.0;12.8;78.55;33029.585715;96.15;1.4;0.1;0.55;0.9;1.0;11.45;6.8;95766;44.8;7.45;0.449;10.8;37.65;14.6;24.75;0.55;11.05;11.35;96.15;1.4;1.0;0.55;0.1;0.9;96.7;0.9248905;42.1;-81.1735054;41.4993217;2.8;3.1;0.06;10.5;0.157;0.17;0.275;0.098;88.0;26.8;0.125;0.06;36.53;;44.4;5.6;2.29115123878513;1.10997394828215;0.40559998671590003;-0.00014521077699;0.00014521077699;0.000176615956907;0.000473687080698;0.063491033534973;329.15;4689.5;1045.0;1273.0;1111.0;1260.5;485.0;580.0;389.0;271.0;350.0;192.5;685.5;791.5;579.5;463.5;567.5;359.0;515.5;608.0;422.5;39055;9.16666666666667;1191.133;8.12,9.33;;(-82.1,-78.2];(1.19e+03,1.27e+03];(317,396];"{""type"": ""Polygon"", ""coordinates"": [[[-81.29588, 41.5699499998], [-81.2946689999, 41.6408890003], [-81.1014219996, 41.6414570004], [-81.1022580004, 41.7143070001], [-81.0036310001, 41.7151369997], [-81.0027570002, 41.6395790002], [-81.0033190001, 41.3478600004], [-81.2985669998, 41.3473189998], [-81.3916940001, 41.3482719997], [-81.3917639997, 41.4242689996], [-81.3747720003, 41.4244269997], [-81.3749919997, 41.4452860002], [-81.3915180001, 41.445222], [-81.3907719998, 41.5041030003], [-81.3910049998, 41.5697159998], [-81.29588, 41.5699499998]]]}";Geauga;78;29577;17165;1452;318;;;0;;;;;;;;;;;;;;;;;;;;;;;;224;;;48736.0;0.029793171372291004;0.632771383338325;0.367228616661674;Geauga;39;51102;51113;756;865;0.016923287617631;0.014793941528707001;0.6087605476834891;0.5779207881460291;0.39123945231651003;0.42207921185397
Ohio;OH;39099;Mahoning County, Ohio;212;112827;79173;77059;45319;42641;46.80439965611068;49.8001364921517;0.758683648417488;2.268074131192001;35.07122647716805;35.62730438747514;63.379227529938156;62.24145656942053;12.7;87.3;20.4;7.0;79.9;24589.083175;78.2;15.45;0.15;0.65;1.4;4.15;31.75;10.05;239947;53.7;16.65;0.464;26.05;29.55;19.05;26.4;0.30000000000000004;8.35;16.4;78.2;15.45;4.15;0.65;0.15;1.4;78.85;0.637357;42.4;-80.7703956;41.0108798;3.6;3.7;0.1;38.4;0.421;0.221;0.298;0.11800000000000001;441.3;211.5;0.14400000000000002;0.078;369.06;11.48;71.0;8.4;0.562538700601181;-0.613496212112247;0.5922553892097491;3.5368354161124904e-05;3.5368354161124904e-05;4.76032957622882e-05;0.000199903000674;-0.534789976218578;;;;;;;;;;;;;;;;;;;;;;;;;;;(-82.1,-78.2];;;"{""type"": ""Polygon"", ""coordinates"": [[[-81.0023599999, 41.062093], [-81.0022900003, 41.1341889999], [-80.5190479998, 41.1333940001], [-80.51915, 40.9003259999], [-80.6341580003, 40.8997729996], [-80.8219230004, 40.9009350002], [-80.8216349998, 40.929775], [-80.8912850002, 40.9301999998], [-80.8958130004, 40.9301870001], [-80.8960319997, 40.9009950002], [-81.0866789996, 40.9016089998], [-81.0863119998, 40.9880310002], [-81.0016949998, 40.9877829996], [-81.0023599999, 41.062093]]]}";Mahoning;212;52808;56188;2559;856;;;0;;;;;;;;;;;;;;;;;;;;;;;;416;;;112827.0;0.02268074131192;0.48449484384748004;0.515505156152519;Mahoning;39;127203;121584;2711;1884;0.015495459928938;0.021312390431043;0.356232247284878;0.36403142370594005;0.6437677527151211;0.635968576294059
